,pressure,rmsvd,speed,yield
0,103,25.266394106853113,13.804405280168828,134066
1,110,25.931851367326217,14.947474741152188,134930
2,118,29.328329324282464,15.548992945719693,135072
3,126,30.29464057231195,16.284512888229507,134717
4,134,30.083555891975802,16.61017507446405,135034
5,142,32.930389693770366,17.181516587346255,134707
6,151,33.60680307902681,17.686596122394704,134522
7,160,33.216035831971645,17.6212647647578,134656
8,170,35.11127499126769,17.951315468628472,134329
9,180,34.910671464860506,17.850054381110468,134238
10,190,35.099795720018804,17.342194829703054,134237
11,201,35.24135979314699,17.626046579307076,134386
12,212,35.19235800730171,18.01977757507788,134250
13,223,34.83214938448749,17.56476441038177,134154
14,235,34.63373691463474,17.69878308636045,134039
15,247,33.96660947659858,17.87420116463556,134331
16,260,33.64616725543461,17.583394727592587,134906
17,273,33.36124024420881,17.34719240761601,134884
18,286,31.760681339334866,17.496991673782016,135036
19,300,31.3059236450644,16.8113378416305,135427
20,314,31.05571981474276,16.470227862967803,135182
21,329,28.758025141046446,16.205902927137032,135514
22,344,28.523549761496454,15.990931281853646,135425
23,359,27.875265026653373,15.319055893897653,135791
24,375,27.698462920253156,14.96277476901895,135842
25,391,25.195841578983757,14.371502343097943,135848
26,408,25.22413371400946,14.17821448576205,135869
27,424,25.448865253745062,13.828118676821855,135482
28,442,23.763102666897343,13.20628469655397,135792
29,460,23.55451633070142,12.749025629700276,135688
30,478,21.746148825260946,12.171632337388697,135965
31,497,21.773004530061193,11.698002828824206,136140
32,516,20.659895563784104,10.879114607321299,136334
33,535,19.369361783228516,10.501244451795394,136275
34,555,18.738138701621647,9.904654376759915,135739
35,576,17.240584565500832,9.428002726594933,135781
36,596,17.480683272808204,9.164260741316914,135426
37,618,17.707361590322385,9.20457777863271,135497
38,639,16.722938923923856,9.06730233623851,135325
39,661,16.544113584862078,8.89143704945319,134972
40,684,15.572868522512215,8.544270827539911,134793
41,707,15.708038257675408,8.425034067547063,134284
42,730,15.38139056675255,8.393548486357151,133308
43,754,15.260149021875074,8.387030544926253,133131
44,778,14.930712133507313,8.277973858361669,132744
45,802,15.34658999625347,8.617454575143991,131031
46,827,15.935451621371598,9.039617592245243,129497
47,853,16.40604159517158,9.412992624652865,127972
48,879,16.988086885391002,9.776768250141737,124939
