,plev,rmsvd,rmsvd_era5,u_error,v_error,u_error_era5,v_error_era5,angle,angle_era5,angle_bias,angle_bias_era5,speed_bias,speed_rmse,speed_bias_era5,speed_rmse_era5,N
8,151.62,9.34,8.3,-7.92,2.44,-5.7,-1.37,32.53,25.56,22.64,22.65,-4.07,4.83,0.15,3.06,19
7,201.34,9.69,8.86,2.87,4.19,1.38,4.02,20.16,10.79,-8.08,1.0,-5.0,7.11,-4.31,7.36,30
6,260.36,8.07,7.04,1.3,1.32,0.02,-0.54,31.71,22.72,-20.69,-2.71,-2.98,6.61,0.31,4.43,14
5,329.08,7.51,4.25,2.31,4.68,1.51,-1.71,34.47,19.3,19.1,-10.65,-5.03,5.68,0.71,2.67,11
4,407.9,9.88,4.45,0.44,5.23,1.32,2.08,28.1,10.86,-6.95,-7.5,-5.26,8.53,-1.95,3.41,18
3,497.04,8.27,3.59,0.04,5.08,0.9,0.71,23.57,6.44,21.08,-1.67,-5.39,6.87,-1.39,3.32,20
2,596.72,7.82,3.65,3.81,4.12,1.12,-0.06,26.62,12.9,-14.49,-1.11,-4.77,6.49,0.29,2.46,16
1,707.0,7.03,3.78,3.9,2.55,0.72,1.32,33.23,13.77,-17.21,1.2,-3.03,4.5,-1.55,2.62,29
0,827.8,7.62,4.63,-0.33,1.96,-0.51,0.55,39.87,27.68,-14.33,-8.73,-3.37,6.58,-1.15,4.06,35
